FID,ID_ROTA_CICLOVIARIA,ID_TRECHO,NOME_LOGRAD,ANO_MES_IMPLANTACAO,TIPO_ROTA_CICLOVIARIA,POSICIONAMENTO,EXTENSAO_CICLOVIA,SITUACAO_ROTA,SENTIDO_CIRCULACAO,LARGURA_MIN,TIPO_SEGREGADOR,GEOMETRIA
ROTA_CICLOVIARIA.16271,16271,4877,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,43.75382894,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600958.695534471 7789248.99194041, 600959.751002541 7789205.25084378))"
ROTA_CICLOVIARIA.16272,16272,40133,RUA FARMACEUTICO RAUL MACHADO,NOV/15,CICLOFAIXA,ESQUERDA,214.67662892,IMPLANTADA,UNIDIRECIONAL,1.3,TACHÃO,"MULTILINESTRING ((607779.468281676 7808975.07675304, 607795.597153119 7809050.49140261, 607810.398443631 7809084.46448748, 607822.890897739 7809105.37023218, 607869.636589053 7809165.47799742))"
ROTA_CICLOVIARIA.16273,16273,40132,RUA FARMACEUTICO RAUL MACHADO,2015/11,CICLOFAIXA,ESQUERDO,175.9535522,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((607869.636589053 7809165.47799742, 608010.409642874 7809271.03651129))"
ROTA_CICLOVIARIA.16274,16274,43566,RUA PIAUI,AGO/11,CICLOVIA,DIREITA,140.12320129,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((612430.67693617 7796182.55063464, 612394.238550227 7796047.24817507))"
ROTA_CICLOVIARIA.16275,16275,40919,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,46.61597079,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((607577.832651107 7809962.01586445, 607532.752620341 7809973.88344883))"
ROTA_CICLOVIARIA.16276,16276,791,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,119.74701957,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603764.302826952 7789415.5480384, 603794.845434224 7789299.76160639))"
ROTA_CICLOVIARIA.16277,16277,6028,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,26.63023898,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603757.343334366 7789441.25280627, 603764.302826952 7789415.5480384))"
ROTA_CICLOVIARIA.16278,16278,4645,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,78.307251,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603630.703657669 7789919.32549596, 603649.834016435 7789843.39095222))"
ROTA_CICLOVIARIA.16279,16279,3579,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,72.98390901,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603684.862363005 7789714.37721259, 603704.380276453 7789644.05152718))"
ROTA_CICLOVIARIA.16280,16280,1106,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,130.78324427,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600967.592800465 7788773.08880912, 600952.156579944 7788718.17998565, 600929.488753974 7788648.00426971))"
ROTA_CICLOVIARIA.16281,16281,2152,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,93.25089325,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600964.047087419 7789178.73624076, 600969.835670114 7789085.6651851))"
ROTA_CICLOVIARIA.16282,16282,4704,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,66.5459121,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603840.148102786 7789128.4164832, 603856.961379307 7789064.02958896))"
ROTA_CICLOVIARIA.16283,16283,4703,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,70.39858334,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603856.961379307 7789064.02958896, 603874.970303248 7788995.97344159))"
ROTA_CICLOVIARIA.16284,16284,934,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,375.80839898,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600929.488753974 7788648.00426971, 600845.79343437 7788408.36304799, 600840.070818429 7788388.32712624, 600836.912660064 7788364.59195746, 600842.948618088 7788287.6376213))"
ROTA_CICLOVIARIA.16241,16241,40604,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,74.15675688,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((607689.596824695 7809889.29066745, 607630.045337189 7809933.4816725))"
ROTA_CICLOVIARIA.16242,16242,42406,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,71.17553507,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((608965.567016897 7808955.48074175, 608925.640638816 7808967.76824067, 608896.41736663 7808970.99758334))"
ROTA_CICLOVIARIA.16243,16243,38728,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,27.18378865,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609180.898994842 7808841.26399024, 609156.491295726 7808853.23155428))"
ROTA_CICLOVIARIA.16244,16244,40042,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,107.40360298,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609623.915225487 7808417.820181, 609571.941668889 7808511.81104943))"
ROTA_CICLOVIARIA.16245,16245,42408,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,42.46211826,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609004.594597949 7808938.9840996, 608971.957546227 7808953.8710694, 608965.567016897 7808955.48074175))"
ROTA_CICLOVIARIA.16246,16246,38724,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,29.5711168,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609116.531934268 7808874.40724403, 609090.483312137 7808888.40439495))"
ROTA_CICLOVIARIA.16247,16247,38721,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,70.34223283,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609090.483312137 7808888.40439495, 609030.148469422 7808924.56703415))"
ROTA_CICLOVIARIA.16248,16248,38727,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,45.22344972,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609156.491295726 7808853.23155428, 609116.531934268 7808874.40724403))"
ROTA_CICLOVIARIA.16249,16249,38726,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,73.95195448,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609246.445211151 7808807.02096031, 609180.898994842 7808841.26399024))"
ROTA_CICLOVIARIA.16250,16250,43702,RUA SAO PAULO,JUL/20,CICLOFAIXA,ESQUERDA,139.61112486,IMPLANTADA,BIDIRECIONAL,2.2,TACHÃO,"MULTILINESTRING ((610805.701384141 7796614.36274055, 610770.739004327 7796479.20025248))"
ROTA_CICLOVIARIA.16251,16251,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,47.3329044,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604792.516860566 7802440.54730844, 604786.513859776 7802487.49800407))"
ROTA_CICLOVIARIA.16252,16252,43099,RUA PROFESSOR MORAES,AGO/11,CICLOVIA,ESQUERDO,138.33993827,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((611941.615910977 7795442.2313245, 611907.560574034 7795308.14861664))"
ROTA_CICLOVIARIA.16253,16253,45824,AVE PARANA,MAR/14,CICLOVIA,AMBOS,79.05620264,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((610655.15700483 7796944.03563658, 610644.214769449 7796899.55469055, 610645.674283889 7796890.80647123, 610657.878133448 7796869.70076723))"
ROTA_CICLOVIARIA.16254,16254,43520,RUA SAO PAULO,JUL/20,CICLOFAIXA,ESQUERDA,140.44048685,IMPLANTADA,BIDIRECIONAL,2.2,TACHÃO,"MULTILINESTRING ((610770.739004327 7796479.20025248, 610735.364332296 7796343.28791704))"
ROTA_CICLOVIARIA.16255,16255,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,17.97558276,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604118.745159466 7801657.50259332, 604128.994801555 7801672.26966522))"
ROTA_CICLOVIARIA.16256,16256,40778,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,62.28090358,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609313.4509419 7808771.89810946, 609258.179047584 7808800.60226682))"
ROTA_CICLOVIARIA.16257,16257,38380,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,111.59315714,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609552.110413358 7808544.86432153, 609542.19066267 7808558.74149688, 609517.741734332 7808588.48544258, 609503.863978382 7808606.33181, 609481.921786711 7808631.54667759))"
ROTA_CICLOVIARIA.16258,16258,40065,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,70.05187923,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609429.34628348 7808682.20636596, 609375.401970095 7808726.89726925))"
ROTA_CICLOVIARIA.16259,16259,40064,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,76.57026521,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609375.401970095 7808726.89726925, 609313.4509419 7808771.89810946))"
ROTA_CICLOVIARIA.16260,16260,41002,PCA JOSE NOGUEIRA DE SA,2015/04,CFAIX+Z30,DIREITA,30.65930844,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((606772.378580277 7808552.88268942, 606773.046493664 7808556.12203006, 606773.994765759 7808558.58152944, 606774.514253949 7808559.41136053, 606776.740631909 7808562.8706564, 606777.928033487 7808564.22038166, 606780.228624046 7808566.7198729, 606781.778842774 7808567.86963887, 606782.966244353 7808568.77945368, 606787.031445592 7808570.69906295, 606793.47969583 7808571.5688859))"
ROTA_CICLOVIARIA.16261,16261,38818,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,102.09525233,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((608078.009074412 7809355.35934762, 608018.548291194 7809438.35245461))"
ROTA_CICLOVIARIA.16262,16262,40429,RUA JOAO SAMAHA,DEZ/201,CICLOFAIXA,DIREITA,92.93811956,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((608278.712924576 7807935.54834604, 608206.438099322 7807993.97645316))"
ROTA_CICLOVIARIA.16202,16202,35247,RUA MARTINICA,JUN/21,CICLOFAIXA,DIREITO,115.35656445,IMPLANTADA,BIDIRECIONAL,2.5,TACHÃO,"MULTILINESTRING ((608350.352819819 7806504.06971936, 608399.275414027 7806608.53845505))"
ROTA_CICLOVIARIA.16203,16203,73190,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,63.60524615,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613559.194940673 7801281.34279029, 613513.207867034 7801325.28384621))"
ROTA_CICLOVIARIA.16204,16204,8293,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,82.51071622,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603364.00006976 7790801.43594493, 603386.849304304 7790722.15208294))"
ROTA_CICLOVIARIA.16205,16205,72413,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,74.49280814,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613458.826523902 7801371.07452565, 613423.88888162 7801404.84765123, 613407.636322512 7801425.01354652))"
ROTA_CICLOVIARIA.16206,16206,41159,RUA MARTINICA,JUN/21,CICLOFAIXA,DIREITO,54.73468998,IMPLANTADA,BIDIRECIONAL,2.5,TACHÃO,"MULTILINESTRING ((608488.297549047 7807078.50279517, 608474.898052066 7807131.57199309))"
ROTA_CICLOVIARIA.16207,16207,37402,RUA MARTINICA,JUN/21,CICLOFAIXA,DIREITO,87.03191884,IMPLANTADA,BIDIRECIONAL,2.5,TACHÃO,"MULTILINESTRING ((608314.788493371 7806424.63588789, 608350.352819819 7806504.06971936))"
ROTA_CICLOVIARIA.16208,16208,25543,AVE PRESIDENTE JUSCELINO KUBITSCHEK,MAI/22,CICLOFAIXA,DIREITA,288.87947426,IMPLANTADA,BIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((607648.166390252 7796775.87961756, 607610.169330107 7796749.77479686, 607593.067354433 7796736.21748629, 607562.920380666 7796710.5025872, 607541.637737623 7796685.22759967, 607531.000538266 7796667.05120369, 607518.136948571 7796646.65524797, 607495.971993974 7796611.18228176, 607480.898506093 7796591.22623914, 607464.934462954 7796576.59914047, 607451.811412732 7796570.1417416))"
ROTA_CICLOVIARIA.16209,16209,72408,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,86.8393785,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613247.922564344 7801601.32765829, 613184.602725995 7801660.75556192))"
ROTA_CICLOVIARIA.16210,16210,4605,AVE MANOEL SALLES BARBOSA,FEV/16,CICLOFAIXA,CENTRAL,51.42160628,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((603742.698714898 7788246.10607492, 603741.362888121 7788222.22093667, 603735.722730622 7788195.30641505))"
ROTA_CICLOVIARIA.16211,16211,6419,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,73.53320622,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603386.849304304 7790722.15208294, 603408.783250131 7790651.96636903))"
ROTA_CICLOVIARIA.16212,16212,76404,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,176.31407856,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613615.384210814 7801224.67577673, 613677.626775673 7801169.760301, 613698.646718744 7801148.98995413, 613714.933033894 7801123.60560222, 613721.429283813 7801110.17017919, 613726.863232794 7801092.30324081))"
ROTA_CICLOVIARIA.16213,16213,59493,AVE FRANCISCA GREGORY,2014/01,CICLOVIA,DIREITA,146.94836477,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE CALÇADA,"MULTILINESTRING ((606714.402049032 7806772.75502924, 606727.620137437 7806760.23757713, 606759.820159414 7806733.41303719, 606824.789166623 7806708.25815739, 606841.899293536 7806706.87843823))"
ROTA_CICLOVIARIA.16214,16214,75005,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,213.518,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613127.607450221 7801713.33485955, 612971.857259259 7801859.38900821))"
ROTA_CICLOVIARIA.16215,16215,43112,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,96.43867946,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610089.005581312 7795543.57069715, 610064.226819204 7795450.36966796))"
ROTA_CICLOVIARIA.16216,16216,43667,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,98.62450493,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610114.914024091 7795638.73132749, 610089.005581312 7795543.57069715))"
ROTA_CICLOVIARIA.16217,16217,, ,JAN/13,CICLORRUA,VIA,3402.47495369,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((605181.466611035 7804195.02971776, 605181.441873502 7804195.06970961, 605176.972625893 7804169.49491529, 605169.617332781 7804093.99028404, 605164.587367761 7804046.15002179, 605160.316020416 7803998.16978803, 605152.309305603 7803950.53948303, 605150.437498949 7803913.18708601, 605155.426234748 7803871.91548672, 605166.599353769 7803839.76203147, 605179.817442175 7803812.55756886, 605198.609721325 7803786.86279895, 605211.324813231 7803766.19700541, 605213.575928723 7803744.22147847, 605204.109699471 7803724.14556486, 605188.71470817 7803705.00945996, 605168.908190172 7803692.85193459, 605144.764358073 7803676.18532703, 605120.084546095 7803665.6974618, 605102.067376308 7803656.68929539, 605074.913811042 7803648.98086442, 605044.519628967 7803652.47015418, 605024.39152304 7803668.15696118, 605016.170416278 7803697.45099846, 605007.693688342 7803735.92316757, 604994.995088126 7803767.08682429, 604984.275490541 7803795.56102845, 604965.343032036 7803838.57227364, 604954.186404704 7803873.18522827, 604946.666194707 7803899.26991881, 604939.574768612 7803921.12547017, 604932.409129919 7803954.20873617, 604927.832686335 7803983.64274496, 604922.233758058 7804017.51585019, 604917.220284726 7804043.99046135, 604916.47815874 7804066.68584178, 604920.601080887 7804089.2112568, 604924.987870053 7804119.29513331, 604931.394891071 7804149.55897319, 604937.719453645 7804178.79302269, 604937.777174556 7804178.87300641, 604951.770372325 7804198.99890984, 604973.729055685 7804210.05665907, 605003.331636708 7804224.85364718, 605029.487454815 7804235.73143304, 605050.473128549 7804234.45169353, 605087.134152289 7804236.45128652, 605131.199944207 7804233.2619357, 605165.139839329 7804217.24519586, 605181.441873502 7804195.06970961, 605186.117267218 7804221.81426584, 605195.896838552 7804273.52374053, 605201.396816697 7804311.9759137, 605203.920045052 7804335.24117812, 605202.608955809 7804360.78597855, 605205.593951445 7804382.09164185, 605227.222801033 7804409.52605765, 605250.418361038 7804443.37916695, 605264.700163357 7804457.75624054, 605275.559940295 7804478.40203814, 605291.161077703 7804506.81625451, 605291.243536146 7804506.97622195, 605302.062083863 7804529.18170209, 605315.354384867 7804552.39697669, 605333.412783876 7804581.79099362, 605351.083628202 7804602.62675256, 605369.331681629 7804624.94221032, 605388.593973905 7804654.19625574, 605398.744608233 7804675.48192311, 605410.973195325 7804695.90776548, 605425.502372974 7804713.50418378, 605439.231703727 7804728.1012126, 605448.574245313 7804738.45910428, 605455.137937374 7804753.4260578, 605462.303576067 7804771.7923194, 605467.803554211 7804794.6076754, 605472.850010921 7804814.20368669, 605473.781791327 7804833.17982415, 605468.191108893 7804850.05638898, 605455.22864166 7804866.54303317, 605448.401082584 7804882.27982999, 605435.133519112 7804901.23597152, 605420.447670421 7804915.52306343, 605400.162893452 7804939.2582322, 605386.359350101 7804960.85383647, 605358.422429625 7804979.75998819, 605334.971248449 7804986.24866743, 605306.283956143 7804982.28947332, 605279.814795952 7804974.35108915, 605262.300622668 7804958.32435135, 605249.09902595 7804940.4279941, 605241.488111665 7804916.0729515, 605238.198019791 7804874.73136646, 605235.056353114 7804852.60587004, 605228.418448456 7804826.79112456, 605216.189861365 7804799.73663142, 605202.345088791 7804778.06104342, 605191.839883158 7804751.55643836, 605180.048325816 7804728.18119632, 605163.0124115 7804701.26667469, 605145.943513807 7804664.15422882, 605130.358868088 7804640.52903766, 605093.005193427 7804608.45556613, 605063.460333314 7804599.86731424, 605027.50020634 7804576.66203761, 605015.164423274 7804533.84075375, 605003.051278003 7804479.35184481, 604982.725271812 7804417.52442961, 604972.063395139 7804361.61580964, 604965.103902553 7804305.73718357, 604962.555936665 7804286.91101559, 604958.301081009 7804255.48741177, 604944.687192076 7804216.13542175, 604937.777174556 7804178.87300641))"
ROTA_CICLOVIARIA.16218,16218,73191,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,71.09231185,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613513.207867034 7801325.28384621, 613458.826523902 7801371.07452565))"
ROTA_CICLOVIARIA.16219,16219,37146,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,18.80909968,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((606747.014363221 7803740.25228639, 606734.134354432 7803726.54507645))"
ROTA_CICLOVIARIA.16220,16220,33673,RUA MARTINICA,JUN/21,CICLOFAIXA,DIREITO,99.31752816,IMPLANTADA,BIDIRECIONAL,2.5,TACHÃO,"MULTILINESTRING ((608456.724211237 7806679.34404278, 608497.186569198 7806770.04558074))"
ROTA_CICLOVIARIA.16221,16221,75004,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,77.54381987,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613184.602725995 7801660.75556192, 613127.607450221 7801713.33485955))"
ROTA_CICLOVIARIA.16224,16224,34033,RUA MARTINICA,JUN/21,CICLOFAIXA,DIREITO,300.43617886,IMPLANTADA,BIDIRECIONAL,2.5,TACHÃO,"MULTILINESTRING ((608504.047111652 7806787.18209266, 608528.768152851 7806867.00584476, 608532.305620054 7806886.80181535, 608528.067256086 7806913.63635326, 608488.297549047 7807078.50279517))"
ROTA_CICLOVIARIA.16225,16225,5012,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,74.2177819,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600842.948618088 7788287.6376213, 600848.432104544 7788213.62268682))"
ROTA_CICLOVIARIA.16222,16222,37427,RUA MARTINICA,JUN/21,CICLOFAIXA,DIREITO,91.1800173,IMPLANTADA,BIDIRECIONAL,2.5,TACHÃO,"MULTILINESTRING ((608399.275414027 7806608.53845505, 608456.724211237 7806679.34404278))"
ROTA_CICLOVIARIA.16226,16226,5011,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,17.65286384,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600852.686960201 7788141.40738604, 600856.216181561 7788124.11090668))"
ROTA_CICLOVIARIA.16364,16364,62669,AVE TERESA CRISTINA,JUL/21,CICLOFAIXA,DIREITA,22.18877774,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606289.073154402 7796461.16392372, 606294.729803588 7796439.70829094))"
ROTA_CICLOVIARIA.16365,16365,21445,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,68.31463482,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604440.544517665 7799398.03613189, 604506.115471506 7799378.8700331))"
ROTA_CICLOVIARIA.16363,16363,56378,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,142.54798899,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((605327.937543264 7799157.59507298, 605362.100076182 7799155.65546778, 605388.321861043 7799156.71525206, 605415.920701901 7799165.25351412, 605436.964096544 7799180.96031705, 605449.011275061 7799205.05541256))"
ROTA_CICLOVIARIA.16366,16366,56379,AVE PRESIDENTE TANCREDO NEVES,2012/07,CICLOFAIXA,CENTRAL,72.3624765,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((605449.011275061 7799205.05541256, 605436.238462247 7799236.02910795, 605431.538330999 7799258.59451482, 605428.413156011 7799274.0913605))"
ROTA_CICLOVIARIA.16367,16367,34219,AVE FLEMING,2012/12,CICLOVIA,CENTRAL,419.32957898,IMPLANTADA,UNIDIRECIONAL,1.3,SOBRE CANTEIRO,"MULTILINESTRING ((606307.106815878 7803044.27395076, 606335.06022804 7803083.55595502, 606366.600582473 7803115.45946115, 606405.026216891 7803149.17259894, 606455.424817227 7803195.21322751, 606493.850451648 7803230.74599491, 606525.753623229 7803268.80824745, 606558.01961196 7803325.72666188, 606573.81864963 7803361.86930514))"
ROTA_CICLOVIARIA.16368,16368,32383,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,670.30957508,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((605103.766020234 7805194.77622226, 605150.462236482 7805195.12615103, 605194.750666196 7805199.37528613, 605228.467923521 7805214.80214604, 605246.831418768 7805231.96865184, 605258.515780136 7805247.91540593, 605271.981243871 7805278.37920511, 605337.22236394 7805450.54416143, 605339.737346452 7805475.98898221, 605336.150404183 7805492.11569967, 605323.971292157 7805527.22855255, 605309.994586075 7805546.22468594, 605290.996160817 7805564.14103912, 605264.477525562 7805582.0573923, 605242.980609483 7805597.1143275, 605226.851738039 7805614.3108272, 605218.614139588 7805632.58710712, 605214.309808865 7805651.22331377, 605213.237849107 7805680.96725948))"
ROTA_CICLOVIARIA.16369,16369,36683,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,227.84957463,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604109.020347745 7804687.78941795, 604124.877106325 7804705.12588916, 604142.036708306 7804717.24342267, 604164.778746874 7804719.24301566, 604191.091236023 7804710.99469458, 604233.895413762 7804697.22749686, 604254.270895019 7804695.22790387, 604278.901231931 7804698.54722823, 604319.182181317 7804712.57437304))"
ROTA_CICLOVIARIA.16370,16370,36680,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,246.92902307,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604112.417635595 7804465.894584, 604152.06365497 7804542.21904838, 604156.236052184 7804562.70487855, 604153.910724092 7804587.28987434, 604145.648388108 7804601.88690316, 604131.67992787 7804622.85263564, 604111.461117657 7804646.56780849, 604106.32395666 7804662.09464805, 604109.020347745 7804687.78941795))"
ROTA_CICLOVIARIA.16371,16371,20715,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,83.68319836,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((608627.207042057 7799225.10133227, 608621.995668461 7799219.06256145, 608610.47622398 7799210.58428717, 608587.44558086 7799195.73730924, 608558.007916725 7799178.7207729))"
ROTA_CICLOVIARIA.16372,16372,328,AVE AMERICO VESPUCIO,SET/11,CICLOVIA,DIREITA,178.56957679,IMPLANTADA,BIDIRECIONAL,2.5,PRISMA DE CONCRETO,"MULTILINESTRING ((608747.126355653 7799494.99639592, 608747.456189425 7799478.46975986, 608746.433704732 7799458.60380352, 608744.174343395 7799439.15776171, 608740.859513988 7799420.68152249, 608735.466731818 7799396.54643512, 608726.223140362 7799371.82146782, 608719.63471077 7799351.93551554, 608705.567300401 7799323.50130324))"
