FID,ID_FX_ROD,GEOMETRIA
FAIXA_RODAGEM_RODOVIA.700,700,"MULTILINESTRING ((609587.699478407 7801530.14219832, 609591.220453922 7801532.09180149, 609596.967807396 7801535.95101595, 609602.410064631 7801540.94000046, 609610.796088281 7801550.21811193, 609632.565117222 7801576.36279025, 609646.36041473 7801592.99940392, 609652.124259892 7801599.28812387, 609653.773428752 7801600.89779622, 609655.224697348 7801602.0175683, 609656.733686854 7801602.99736886, 609658.283905582 7801603.91718164, 609659.306390274 7801604.36709006, 609660.229924835 7801604.84699238, 609713.052803396 7801673.06310718, 609729.618704587 7801696.24838789, 609751.915467563 7801727.1321016, 609760.202541081 7801738.56977349, 609791.37183252 7801779.83137481, 609793.012755535 7801784.47043055, 609797.259365347 7801798.16764252, 609799.197138757 7801806.07603279, 609799.559955906 7801808.67550367))"
FAIXA_RODAGEM_RODOVIA.701,701,"MULTILINESTRING ((609838.364899163 7801840.4390383, 609827.068092477 7801826.36190366, 609825.484890373 7801824.73223537, 609824.816976985 7801824.29232492))"
FAIXA_RODAGEM_RODOVIA.702,702,"MULTILINESTRING ((609823.019382928 7801823.11256505, 609807.929487866 7801813.20458179, 609807.18736188 7801812.95463267, 609806.552431869 7801812.91464081))"
FAIXA_RODAGEM_RODOVIA.703,703,"MULTILINESTRING ((609551.863039097 7801452.12807787, 609554.848034732 7801455.32742665, 609577.730252654 7801482.62187095, 609595.054771519 7801505.12729003, 609613.022466241 7801527.47274168, 609636.415926508 7801557.3566589, 609658.95181897 7801586.02082439, 609687.523669455 7801622.26344731, 609716.57377891 7801660.16573241, 609726.36159609 7801672.9431316, 609735.563958324 7801685.64054708, 609740.247597884 7801692.05924058, 609767.970126408 7801728.32185943, 609802.891277001 7801773.44267521, 609824.924172961 7801802.00686106, 609834.415139745 7801814.26436608))"
FAIXA_RODAGEM_RODOVIA.704,704,"MULTILINESTRING ((609833.013346215 7801815.34414629, 609819.993158071 7801798.61755094, 609801.052453723 7801774.62243508, 609787.80138194 7801757.33595369, 609767.953634719 7801731.74116344, 609750.629115853 7801710.23554084, 609734.887799092 7801689.55974934, 609733.857068555 7801688.25001593, 609718.602256607 7801668.73398836, 609680.79506051 7801620.37383193, 609663.915817236 7801598.29832534, 609631.641582661 7801554.73719208, 609614.927256273 7801533.03161019, 609595.194950872 7801507.80674464, 609579.478371644 7801487.7108351, 609568.445431976 7801474.01362313, 609554.946984864 7801458.27682631, 609550.502474788 7801453.64776854))"
FAIXA_RODAGEM_RODOVIA.705,705,"MULTILINESTRING ((606608.541900999 7799403.84499996, 606624.068825808 7799433.18902707, 606631.968344644 7799448.34594192, 606641.73142429 7799467.20210381, 606652.426284342 7799487.75791973, 606661.760580086 7799505.5043075, 606679.530374544 7799539.04747989, 606702.033283628 7799581.57882276, 606716.859311672 7799610.17300249, 606731.701831405 7799638.35726567, 606742.71003354 7799659.28300629, 606751.599053691 7799675.68966677, 606760.529303064 7799692.78618682, 606770.242907644 7799711.05246877, 606781.3665516 7799732.25815241, 606790.692601499 7799750.12451577, 606801.69255779 7799771.18022994, 606811.818454585 7799790.10637758, 606823.379128288 7799812.02191673, 606831.105484394 7799826.76891502, 606845.362549182 7799852.89359742, 606853.657868543 7799868.37044715, 606864.567120547 7799886.13683086, 606871.699775863 7799897.32455363, 606873.55509083 7799900.12398381, 606879.920882626 7799909.73202812, 606888.735690179 7799922.15949855, 606897.839102282 7799933.74713991, 606904.815086556 7799943.03524935, 606915.740830248 7799955.77265668, 606931.325475968 7799973.81898341, 606944.667252039 7799988.50599391, 606954.240677267 7799998.30399955, 606965.85907188 7800009.6116979, 606980.742820834 7800023.1589404, 606996.492383439 7800036.36625209, 607010.708219006 7800048.03387718, 607024.198420274 7800058.46175462, 607036.303319701 7800067.19997598, 607048.350498217 7800075.32832148, 607062.714758981 7800084.73640649, 607068.93212558 7800088.66560671, 607071.067799253 7800090.01533198, 607072.148004856 7800090.69519359, 607079.247676795 7800095.05430631, 607084.162199995 7800097.78375074, 607086.924557834 7800099.3634292, 607122.241508954 7800118.80947101, 607150.508263201 7800133.97638383, 607155.109444318 7800136.47587507, 607173.679085673 7800146.59381559, 607184.563600144 7800152.10269427, 607208.559007045 7800164.16024, 607228.513950242 7800174.82806859, 607249.062594228 7800185.89581578, 607266.609750889 7800195.10394149, 607284.437266257 7800204.82196342, 607300.665087832 7800213.68016036, 607318.14627774 7800223.5081599, 607334.19269074 7800232.8062673, 607348.326067863 7800241.39451918, 607363.778780074 7800251.142535, 607381.532082844 7800262.26027202, 607395.063513333 7800271.37841605, 607408.413535249 7800280.43657228, 607421.573902745 7800289.88464915, 607434.965153882 7800299.93260392, 607448.983089185 7800310.04054648, 607460.024274698 7800318.59880447, 607472.970250242 7800328.52678366, 607485.050412136 7800338.09483611, 607501.492625662 7800351.37213356, 607517.844134902 7800364.42947577, 607531.79610345 7800375.33725553, 607543.15887689 7800384.63536292, 607560.664804331 7800398.57252605, 607574.641510413 7800409.87022644, 607588.511020519 7800420.87798584, 607602.265088804 7800431.90574117, 607614.757542913 7800442.15365524, 607626.648050388 7800451.48175653, 607641.119507127 7800463.16937755, 607655.755880753 7800474.89699043, 607670.20259996 7800486.34466029, 607685.713033081 7800498.92210019, 607700.233964886 7800510.35977208, 607711.885342876 7800519.55789983, 607723.891292171 7800529.06596449, 607739.07189152 7800541.44344509, 607756.99835702 7800555.88050647, 607773.712683408 7800569.28777746, 607790.822810322 7800582.93499961, 607808.163820877 7800596.78218105, 607822.742473592 7800608.69975526, 607843.027250561 7800624.75648696, 607870.865220904 7800647.09194065, 607905.143195643 7800675.09624045, 607924.90848442 7800690.6530739, 607957.215702372 7800716.33784584, 607975.241118003 7800730.75491129, 607995.435190684 7800747.24155548, 608014.318174122 7800762.37847441, 608038.041468162 7800781.22463832, 608056.652338738 7800795.82166714, 608080.012815629 7800814.77780867, 608100.726376501 7800831.36443251, 608121.184316199 7800847.81108484, 608143.035803584 7800865.29752553, 608163.353563929 7800881.29426944, 608185.155576248 7800899.38058802, 608194.118808998 7800907.11901289, 608222.286613113 7800929.29449913, 608239.982194972 7800942.26185966, 608255.17928601 7800952.73972692, 608267.935607136 7800961.14801544, 608280.906320214 7800969.20637518, 608293.975983423 7800977.09476952, 608308.208310678 7800985.20311909, 608325.837925783 7800994.55121632, 608338.932326525 7801001.15987114, 608350.154920612 7801006.55877221, 608354.22012185 7801008.53836927, 608368.411219883 7801014.82708922, 608387.351924231 7801022.76547339, 608409.261132526 7801031.11377411, 608428.407982981 7801037.97237806, 608457.128258665 7801047.87036336, 608489.740572855 7801058.80813701, 608530.277143415 7801072.54534084, 608552.846019253 7801080.20378198, 608579.067804115 7801089.06197892, 608604.06920402 7801097.48026541, 608634.982874286 7801107.88814691, 608667.578696788 7801118.93589817, 608694.130315422 7801127.82408901, 608727.435280533 7801139.0917955, 608755.685543092 7801148.63985202, 608780.662205464 7801157.0581385, 608815.072113712 7801168.81574528, 608840.395101545 7801177.30401751, 608872.793023784 7801188.30177895, 608906.295889159 7801199.55948748, 608938.553632045 7801210.53725298, 608970.168199076 7801221.16508972, 609012.659034734 7801235.50217145, 609014.868921005 7801236.21202696, 609086.665487291 7801260.58706549, 609148.855644972 7801281.64277966, 609194.166559378 7801297.03964567, 609253.124346095 7801316.80562236, 609308.693090806 7801335.72177204, 609364.492719158 7801354.4979502, 609382.73252674 7801360.67669253, 609407.527780539 7801369.11497495, 609430.492456903 7801377.20332859, 609444.279508566 7801382.58223373, 609458.313935558 7801388.48103304, 609470.954814864 7801394.44981811, 609483.389548062 7801400.81852178, 609494.84302579 7801407.33719492, 609506.139832475 7801414.76568288, 609523.175746791 7801427.52308615, 609532.048275253 7801435.1515334, 609542.289613869 7801445.08951055, 609548.83681424 7801451.91812061))"
FAIXA_RODAGEM_RODOVIA.706,706,"MULTILINESTRING ((609530.423843927 7801406.87728854, 609540.318857082 7801417.89504591, 609555.606652407 7801437.60103481, 609565.905711933 7801451.71816131))"
FAIXA_RODAGEM_RODOVIA.707,707,"MULTILINESTRING ((609383.416931817 7801347.65934218, 609404.526293215 7801354.93786066, 609431.300549644 7801364.47591921, 609449.62281567 7801371.33452316, 609464.481827092 7801377.72322276, 609478.14519109 7801383.85197527, 609490.934495593 7801390.55061179, 609504.358730107 7801398.26904072, 609519.333183349 7801408.51695479, 609522.326424828 7801410.78649283, 609522.549062624 7801410.78649283, 609522.804683797 7801410.58653353, 609522.854158863 7801410.35658034, 609522.854158863 7801410.11662918, 609522.812929642 7801409.93666581))"
FAIXA_RODAGEM_RODOVIA.708,708,"MULTILINESTRING ((606769.418323215 7799732.75805066, 606762.236192833 7799718.37097911, 606739.02414114 7799674.7098662, 606728.106643292 7799653.74413372, 606712.068476136 7799623.36031825, 606699.073025525 7799598.60535705, 606690.546822523 7799582.45864367, 606686.481621285 7799574.70022288, 606683.925409553 7799570.81101451, 606679.818979094 7799565.04218874, 606674.492163679 7799557.7536723, 606669.02516891 7799550.42516399, 606664.473462859 7799544.46637689))"
FAIXA_RODAGEM_RODOVIA.709,709,"MULTILINESTRING ((606659.295072641 7799523.58062812, 606659.179630821 7799522.98075022, 606658.594175876 7799521.64102292, 606644.073244071 7799494.00664782, 606630.640763712 7799468.58182297, 606615.476656052 7799439.55773074, 606608.451196712 7799426.2504394, 606599.413751363 7799408.61402924))"
FAIXA_RODAGEM_RODOVIA.710,710,"MULTILINESTRING ((606597.657386528 7799405.50466214, 606589.452771454 7799389.90783683, 606576.861367213 7799365.92271893, 606557.203274412 7799328.67030155, 606537.842032005 7799292.05775393, 606528.895290943 7799274.56131528))"
FAIXA_RODAGEM_RODOVIA.711,711,"MULTILINESTRING ((606619.591332356 7799398.06617622, 606636.915851222 7799430.91948903, 606658.899272115 7799472.95093365, 606678.145072702 7799509.60347313, 606699.419350986 7799550.1952108, 606721.732605651 7799592.41661675, 606744.911673967 7799636.40766251, 606766.565261088 7799677.65926586, 606788.020947947 7799717.80109511, 606808.264495694 7799756.68318077, 606816.361914792 7799771.98006713, 606818.332671579 7799775.35937928, 606823.156490492 7799782.41794253, 606828.557518506 7799790.14636943))"
FAIXA_RODAGEM_RODOVIA.744,744,"MULTILINESTRING ((603827.746353976 7794893.80300595, 603826.476493955 7794860.90970129, 603821.809346083 7794760.11021873, 603818.593466808 7794691.66415073, 603816.136205207 7794638.53496503, 603815.707421304 7794637.49517667, 603814.825115964 7794636.32541477, 603812.079249814 7794632.47619827, 603810.59499784 7794630.64657068, 603810.13323056 7794630.39662156, 603809.745675878 7794630.30663988, 603809.226187687 7794630.66656661))"
FAIXA_RODAGEM_RODOVIA.745,745,"MULTILINESTRING ((603799.817679345 7794290.49580739, 603797.987101912 7794253.97324145, 603796.667766824 7794221.31988795, 603795.331940048 7794193.76549656, 603795.191760695 7794193.11562884, 603795.125793941 7794192.785696, 603794.738239259 7794192.52574891, 603794.499109774 7794192.59573466))"
FAIXA_RODAGEM_RODOVIA.746,746,"MULTILINESTRING ((603848.509389914 7794810.47996612, 603848.072360166 7794810.67992542, 603847.882705747 7794810.91987657, 603847.627084574 7794811.45976668, 603847.544626131 7794811.85968528, 603848.229031208 7794829.22615039, 603849.84521669 7794866.14863492, 603851.717023345 7794906.61039905))"
FAIXA_RODAGEM_RODOVIA.747,747,"MULTILINESTRING ((603826.501231487 7794364.51074186, 603825.173650556 7794336.36647055))"
FAIXA_RODAGEM_RODOVIA.748,748,"MULTILINESTRING ((603797.022338129 7794306.51254723, 603797.665513984 7794311.07161924, 603798.259214773 7794317.95021912, 603799.108536736 7794333.82698745))"
FAIXA_RODAGEM_RODOVIA.749,749,"MULTILINESTRING ((603800.485592733 7794454.94233477, 603800.914376637 7794454.87234902, 603801.640010935 7794454.43243856, 603802.489332897 7794453.50262782, 603803.033558621 7794452.4828354, 603804.014814092 7794447.34388142, 603804.418860463 7794441.91498645, 603804.501318906 7794437.04597753, 603804.303418643 7794429.78745498, 603803.470588369 7794415.88028574, 603801.887386264 7794393.40486055, 603800.625772086 7794367.28017815, 603799.372403753 7794336.31648072))"
FAIXA_RODAGEM_RODOVIA.750,750,"MULTILINESTRING ((603757.574219017 7793800.23559843, 603761.99399156 7793823.77080791, 603762.249612733 7793825.18052097, 603769.448234803 7793864.8424479, 603774.997688014 7793895.46621452, 603779.203068605 7793926.48989974, 603782.352981126 7793953.38442543, 603786.129577814 7793986.79762427, 603790.903921661 7794030.61870462, 603795.101056408 7794072.18024489, 603797.277959302 7794091.66627856, 603799.966104543 7794116.62119906, 603802.208974191 7794137.00704958, 603803.140754597 7794147.96481916, 603804.888873588 7794174.65938556, 603806.999809727 7794212.35171339, 603808.475815856 7794245.89488578, 603810.966060834 7794296.80452327, 603812.615229693 7794333.86697931))"
FAIXA_RODAGEM_RODOVIA.718,718,"MULTILINESTRING ((614740.791446027 7802723.82922678, 614743.529066333 7802721.28974369, 614742.325173066 7802741.9355413, 614741.368655127 7802742.41544361, 614740.362662123 7802742.46543344, 614739.364914963 7802741.9355413))"
FAIXA_RODAGEM_RODOVIA.719,719,"MULTILINESTRING ((615052.888406788 7801810.39515364, 615052.608048082 7801808.84546908, 615033.675589578 7801813.03461639, 615004.633725967 7801820.23315115, 614975.31150365 7801827.39169405, 614974.453935844 7801827.78161468, 614974.124102072 7801828.47147426, 614974.231298048 7801829.32130128, 614974.783769615 7801830.25111202, 614975.525895602 7801831.02095532, 614976.317496655 7801831.35088816, 614977.381210569 7801831.36088613, 615015.55946966 7801821.49289473, 615051.865922095 7801811.35495828, 615052.888406788 7801810.39515364))"
FAIXA_RODAGEM_RODOVIA.720,720,"MULTILINESTRING ((615056.615528409 7801811.85485653, 615058.990331567 7801806.82588016, 615067.409338593 7801804.55634212, 615069.973796169 7801803.95646422, 615070.988035018 7801803.95646422, 615071.705423471 7801804.45636247, 615072.381582704 7801805.47615489, 615072.562991278 7801806.30598598, 615072.299124261 7801807.33577637, 615071.738406848 7801808.07562578, 615071.317868789 7801808.39556066, 615070.814872287 7801808.61551588, 615056.615528409 7801811.85485653))"
FAIXA_RODAGEM_RODOVIA.721,721,"MULTILINESTRING ((614751.23893075 7802915.9301252, 614751.288405815 7802907.14191402, 614751.544026989 7802900.81320221, 614751.939827515 7802893.74464099, 614752.846870387 7802883.35675542, 614753.663208973 7802873.90867854, 614753.588996374 7802869.61955158, 614753.242670914 7802868.77972253, 614752.714936879 7802868.09986091, 614751.791402318 7802867.66994842, 614751.115243085 7802867.62995656, 614750.686459182 7802867.68994435, 614749.944333195 7802868.19984056, 614748.278672647 7802885.69627921, 614744.592780247 7802916.03010485, 614743.100282429 7802923.79852361, 614738.76296833 7802953.35250798, 614738.342430271 7802955.7720155, 614735.431647234 7802972.41862713, 614732.075588606 7802994.75408081, 614728.604088157 7803012.68043196, 614726.831231633 7803025.41783929, 614724.670820428 7803038.35520593, 614721.166336602 7803057.99120908, 614721.125107381 7803060.59067996, 614721.578628817 7803062.75024039, 614722.378475713 7803063.31012643, 614724.184315614 7803063.6900491, 614725.833484473 7803062.47029737, 614726.427185263 7803060.580682, 614726.979656831 7803058.33113989, 614727.466161644 7803056.11159167, 614728.191795942 7803052.95223475))"
FAIXA_RODAGEM_RODOVIA.722,722,"MULTILINESTRING ((614739.084556257 7802750.29383999, 614740.115286794 7802749.74395192, 614741.467605259 7802749.71395802, 614742.259206311 7802750.0338929, 614739.134031323 7802784.98677834, 614736.668523878 7802782.47728914))"
FAIXA_RODAGEM_RODOVIA.723,723,"MULTILINESTRING ((614748.336393557 7802724.88901107, 614744.163996344 7802781.56747433, 614744.535059337 7802782.74723419, 614745.211218569 7802783.63705307, 614746.002819622 7802784.21693504, 614746.184228196 7802784.23693097, 614747.050041847 7802783.80701848, 614747.503563284 7802782.6872464, 614748.278672647 7802781.90740514, 614749.152732143 7802781.21754556, 614749.614499423 7802780.85761882, 614750.035037482 7802780.25774092, 614750.117495925 7802779.82782843, 614754.10023872 7802720.29994516, 614754.009534433 7802719.64007947, 614753.679700661 7802719.13018326, 614752.904591297 7802719.33014256, 614748.781669149 7802724.18915352, 614748.336393557 7802724.88901107))"
FAIXA_RODAGEM_RODOVIA.724,724,"MULTILINESTRING ((614753.506537931 7802684.91714722, 614753.654963128 7802685.94693761, 614753.490046242 7802687.11669951, 614745.84614858 7802699.68414144, 614744.897876486 7802701.99367135, 614744.337159074 7802713.501329, 614741.137771487 7802716.23077343))"
FAIXA_RODAGEM_RODOVIA.725,725,"MULTILINESTRING ((614806.329416491 7802488.54711777, 614805.818174145 7802488.95703434, 614804.779197764 7802491.09659884, 614804.507084902 7802491.81645231, 614791.561109357 7802557.35311251, 614791.70128871 7802558.34291104, 614792.105335081 7802559.12275231, 614792.92991951 7802559.64264649, 614793.828716539 7802559.56266277, 614794.364696418 7802559.13275027, 614798.446389344 7802552.7940405, 614800.235737557 7802549.08479551, 614801.942627326 7802543.76587816, 614804.078300999 7802534.64773413, 614808.184731458 7802513.51203624, 614808.80316978 7802508.3330904, 614809.223707839 7802504.35390035, 614809.133003552 7802499.2049484, 614808.720711337 7802494.9558133, 614808.333156655 7802491.96642179, 614807.788930932 7802489.84685322, 614807.096280011 7802488.74707707, 614806.329416491 7802488.54711777))"
FAIXA_RODAGEM_RODOVIA.726,726,"MULTILINESTRING ((614759.484775046 7802661.6818767, 614762.115199376 7802655.55312419, 614763.822089145 7802650.83408473, 614765.702141645 7802644.56536071, 614766.732872182 7802639.62636603, 614769.016971052 7802628.3986514, 614782.696826739 7802565.90137254, 614789.89544881 7802531.07846064, 614795.593327218 7802498.8650176, 614795.733506571 7802497.01539408, 614795.329460201 7802493.59609007, 614794.628563435 7802490.23677385, 614793.630816276 7802487.74728058, 614792.8721986 7802485.75768556, 614792.492889763 7802484.21799895, 614792.509381451 7802483.15821467, 614796.030356966 7802462.71237636, 614798.199014016 7802447.96537807, 614801.151026274 7802422.59054304, 614801.588056021 7802420.95087679, 614802.247723565 7802419.64114339, 614803.245470725 7802418.611353, 614804.284447106 7802417.62155447, 614804.787443608 7802416.66174983, 614805.076048158 7802415.62196148, 614805.430619463 7802390.19713663, 614805.207981667 7802374.5203276, 614807.912618596 7802350.62519138, 614810.081275646 7802339.07754187, 614810.699713968 7802335.10834979, 614811.046039429 7802332.80881786, 614811.26043138 7802330.23934086, 614811.334643979 7802319.9614329, 614810.559534615 7802301.52518555, 614809.124757708 7802284.70860851, 614804.573051657 7802251.03546258, 614799.534840792 7802222.97117499, 614796.813712174 7802212.0733932, 614794.273992131 7802205.5147282, 614790.274757647 7802195.55675512, 614789.169814511 7802192.95728423, 614787.677316694 7802187.63836688, 614784.247045467 7802174.96094733, 614783.587377923 7802172.07153546, 614783.290527528 7802169.18212359, 614783.166839864 7802166.41268731, 614782.647351673 7802160.18395515))"
FAIXA_RODAGEM_RODOVIA.727,727,"MULTILINESTRING ((614764.325085647 7802761.06164823, 614763.558222128 7802762.0114549, 614763.385059398 7802763.01125139, 614762.560474968 7802771.4795277, 614761.867824047 7802777.00840232, 614760.861831043 7802783.34711209, 614757.076988511 7802804.13288121, 614756.202929016 7802810.84151568, 614755.584490694 7802816.59034553, 614755.394836275 7802823.10901867, 614755.600982382 7802827.07821075, 614756.219420704 7802831.32734585, 614756.961546691 7802834.71665597, 614757.678935145 7802838.17595184, 614759.097220364 7802842.81500757, 614759.913558949 7802845.25451102, 614760.49076805 7802847.2840979, 614760.969027019 7802849.53364001, 614761.364827545 7802856.84215239, 614761.01025624 7802865.00049178, 614759.831100506 7802885.62629346, 614758.981778544 7802899.61344641, 614758.701419838 7802909.39145613, 614758.792124125 7802923.32861926, 614758.948795166 7802925.32821225, 614759.097220364 7802926.27801892))"
FAIXA_RODAGEM_RODOVIA.728,728,"MULTILINESTRING ((616468.073188253 7805025.35075874, 616466.415773549 7805016.24261267, 616464.230624811 7805005.23485327, 616462.152672048 7804993.30728109, 616461.187908266 7804987.29850416, 616460.214898639 7804981.54967432, 616459.481018496 7804975.78084855, 616458.293616918 7804966.16280627, 616457.295869758 7804956.30481284, 616456.883577543 7804951.57577542, 616455.993026359 7804943.55740754, 616454.665445428 7804930.52006125, 616453.164701766 7804912.68369179, 616451.309386799 7804889.04850267, 616449.808643137 7804873.69162851, 616447.862623883 7804852.07602831, 616446.889614257 7804840.24843578, 616445.471329037 7804823.83177734, 616443.253196922 7804800.59650681, 616442.074041188 7804786.62934979, 616441.241210914 7804776.51140927, 616440.185742844 7804765.03374551, 616439.089045552 7804752.39631782, 616437.687252022 7804736.06964107, 616436.153524983 7804717.30346087, 616434.90015665 7804701.6666437, 616433.234496102 7804684.43015214, 616431.750244129 7804669.13326578, 616430.38967982 7804655.98594188, 616429.301228373 7804643.88840429, 616427.718026268 7804628.99143653, 616425.689548571 7804615.69414315, 616422.960174109 7804601.89695153, 616419.925703408 7804591.28911073, 616416.577890624 7804580.65127603, 616413.081652643 7804571.14321137, 616407.441495144 7804556.33622529, 616403.417523128 7804546.91814231, 616397.175418996 7804533.85080213, 616391.197181881 7804522.78305494, 616386.125987639 7804514.68470333, 616378.704727772 7804503.35700905, 616374.309692763 7804496.91831963, 616367.449150308 7804487.48024072, 616357.801512482 7804475.27272553, 616345.564679547 7804460.96563769, 616335.504749505 7804449.90788847, 616325.939570122 7804440.00990317, 616317.174237635 7804431.29167774, 616304.986879766 7804419.51407504, 616293.780777367 7804409.43612638, 616280.109167525 7804396.55874753, 616266.767391454 7804384.41122013, 616255.379880481 7804373.94335083, 616244.363432501 7804363.8853981, 616231.722553195 7804352.36774248, 616219.37027844 7804341.00005634, 616204.420562731 7804327.20286472, 616191.268441079 7804315.19530882, 616176.384692124 7804301.5680826, 616162.028677205 7804288.40076278, 616149.816581803 7804277.13305629, 616136.392347289 7804265.10550446, 616116.602320978 7804248.41890097, 616100.044665632 7804234.80167271, 616083.528239507 7804220.69454418, 616069.914350574 7804210.10669931, 616054.074083681 7804198.41907829, 616039.808773049 7804188.21115608, 616019.449783482 7804174.72390137, 616003.576533212 7804165.24583061, 615985.493396671 7804155.64778426, 615967.665881303 7804146.38966872, 615951.297880375 7804138.87119909, 615929.726751697 7804129.41312425, 615911.923973862 7804121.14480724, 615891.086725325 7804111.92668356, 615867.668527525 7804101.33883869, 615842.815552816 7804089.95115662, 615822.68744689 7804080.64305126, 615795.657569287 7804068.48552589, 615779.009209654 7804061.15701758, 615756.126991732 7804050.48918899))"
FAIXA_RODAGEM_RODOVIA.729,729,"MULTILINESTRING ((615466.269073037 7804073.72445952, 615466.302056414 7804073.45451446, 615466.211352127 7804073.05459586, 615466.211352127 7804073.014604, 615438.084777233 7804066.70588813, 615405.44772551 7804059.26740221, 615373.462095485 7804051.91889797, 615372.917869762 7804052.14885117))"
FAIXA_RODAGEM_RODOVIA.730,730,"MULTILINESTRING ((616226.486442067 7804335.27122243, 616226.074149853 7804335.86110236, 616226.469950379 7804336.6209477, 616316.061048655 7804418.48428465))"
FAIXA_RODAGEM_RODOVIA.731,731,"MULTILINESTRING ((615637.073491786 7804102.20866164, 615670.17231079 7804110.7469237, 615721.379003868 7804123.39434935))"
FAIXA_RODAGEM_RODOVIA.732,732,"MULTILINESTRING ((615501.231452853 7804086.77180377, 615503.226947172 7804085.21212124, 615504.810149277 7804084.29230846, 615506.335630472 7804083.53246312, 615510.112227159 7804083.26251807, 615532.804790662 7804088.84138251, 615555.126291172 7804094.3202673, 615602.556387562 7804105.96789646, 615666.849235539 7804121.34476654))"
FAIXA_RODAGEM_RODOVIA.733,733,"MULTILINESTRING ((615465.972222643 7804077.70364956, 615479.775765994 7804078.25353763, 615483.057612024 7804077.80362921, 615486.347703898 7804078.47349286, 615487.460892878 7804079.0633728, 615488.310214841 7804079.77322831, 615489.712008371 7804081.40289659, 615490.676772154 7804083.79241021, 615491.039589303 7804085.5920439))"
FAIXA_RODAGEM_RODOVIA.734,734,"MULTILINESTRING ((615885.223930031 7804096.0599132, 615906.399258183 7804105.04808368, 615954.942543554 7804126.98361877, 615981.617849852 7804139.12114821))"
FAIXA_RODAGEM_RODOVIA.735,735,"MULTILINESTRING ((615989.154551538 7804143.00035861, 616004.83814739 7804151.51862474, 616021.40404858 7804161.48659579, 616044.533641831 7804175.97364699, 616053.983379394 7804182.02241578, 616064.422618273 7804189.32093019))"
FAIXA_RODAGEM_RODOVIA.736,736,"MULTILINESTRING ((615677.997617027 7804124.38414788, 615715.466733508 7804133.38231633, 615765.650941894 7804143.82019173, 615792.903457292 7804150.06891982, 615828.59971725 7804159.26704757, 615846.98795003 7804164.41599951, 615888.92631412 7804177.04342924, 615935.540071926 7804191.54047841, 615937.989087681 7804192.19034613, 615965.051948661 7804200.47865906, 616033.154376702 7804220.79452383, 616051.715772212 7804226.88328448, 616065.783182582 7804231.6123219, 616072.528283216 7804234.22179075, 616078.283882534 7804236.81126367, 616085.919534353 7804240.1105921, 616093.91800332 7804244.74964783, 616112.776249225 7804258.19691068, 616143.854836377 7804283.37178641, 616166.530908191 7804303.42770409, 616203.092981799 7804338.1306404, 616262.529027485 7804392.40959208))"
FAIXA_RODAGEM_RODOVIA.737,737,"MULTILINESTRING ((615764.158444076 7804043.52060742, 615812.099782814 7804065.61610995, 615851.605622836 7804082.69263407, 615860.535872209 7804086.15192994, 615862.811725234 7804086.9617651, 615865.128807482 7804087.77160026, 615867.42939804 7804088.56143949))"
FAIXA_RODAGEM_RODOVIA.738,738,"MULTILINESTRING ((615042.407938687 7803975.37447837, 615011.667431152 7803968.42589273, 614978.601595525 7803961.20736204, 614969.976442391 7803959.44772022, 614967.989193916 7803959.48771208))"
FAIXA_RODAGEM_RODOVIA.739,739,"MULTILINESTRING ((615122.046302899 7803967.59606164, 615120.924868074 7803967.62605554, 615109.108573198 7803965.23654192, 615064.69645582 7803955.77846708, 615050.299211679 7803952.70909184, 615032.999430346 7803949.21980208))"
FAIXA_RODAGEM_RODOVIA.740,740,"MULTILINESTRING ((615721.379003868 7804123.39434935, 615787.436462524 7804138.77121944, 615808.265465216 7804143.70021615, 615827.156694498 7804148.0793248, 615848.27430174 7804153.03831541, 615858.46616529 7804155.50781275, 615873.003588784 7804159.15706995, 615903.067937088 7804168.73512037, 615925.504879417 7804175.99364292, 615946.284407043 7804182.01241782, 615958.133685297 7804185.31174625, 615972.720583856 7804189.660861, 615988.511375683 7804193.85000831, 616000.937863037 7804197.29930621, 616018.196415149 7804202.4082663, 616032.263825518 7804206.19749501, 616051.328217531 7804212.35624142, 616064.719468667 7804216.50539687, 616065.816165959 7804216.51539483, 616066.360391682 7804216.41541518, 616066.813913119 7804216.25544775, 616067.011813382 7804215.94551083, 616067.151992735 7804215.57558613, 616067.151992735 7804215.29564311, 616067.061288447 7804215.00570213, 616066.426358437 7804214.5857876, 616064.191734633 7804213.19607047, 616045.787010164 7804199.24890938, 616013.488038056 7804179.01302833, 615994.192762403 7804167.82530556, 615977.000177046 7804158.76714932))"
FAIXA_RODAGEM_RODOVIA.741,741,"MULTILINESTRING ((615750.404375791 7804055.0782549, 615810.887643702 7804081.65284572, 615857.608597484 7804102.26864943, 615916.970430571 7804129.44311814, 615965.876533091 7804152.48842734))"
FAIXA_RODAGEM_RODOVIA.742,742,"MULTILINESTRING ((616305.753743285 7804429.34207458, 616299.321984734 7804423.24331596, 616281.906761581 7804407.35654967, 616281.09866884 7804406.92663718))"
