FID,ID_FX_ROD,GEOMETRIA
FAIXA_RODAGEM_RODOVIA.743,743,"MULTILINESTRING ((616476.459211902 7805040.21773261, 616472.311552221 7805024.5909134, 616469.27708152 7805011.70353659, 616466.671394723 7805000.16588504, 616461.921788408 7804976.53069592, 616458.606959001 7804952.75553529, 616457.790620416 7804946.00690895, 616455.737405186 7804924.601266, 616453.560502292 7804900.68613386, 616451.037273937 7804871.14214745, 616448.621241559 7804842.93788835, 616447.079268675 7804824.2416939, 616445.413608127 7804805.94541806, 616443.830406023 7804788.46897534, 616442.107024565 7804768.08312482, 616440.111530245 7804745.76766707, 616438.379902943 7804723.27224594, 616437.316189029 7804711.20470226, 616435.601053415 7804692.97841217, 616433.292217012 7804670.50298697, 616431.15654334 7804647.66763504, 616430.183533713 7804639.99919593, 616428.196285237 7804623.13262907, 616426.852212617 7804614.58436905, 616425.120585315 7804606.11609274, 616423.529137366 7804598.627617, 616420.511158353 7804588.32971311, 616415.646110219 7804573.38275552, 616410.203852983 7804559.62555575, 616404.877037568 7804547.16809143, 616399.896547613 7804536.28030761, 616393.242151266 7804524.09278835, 616386.018791663 7804511.83528333, 616377.822422433 7804499.61777016, 616369.650790735 7804488.1701003, 616360.835983183 7804476.71243248, 616349.192851037 7804463.18518591, 616341.755099482 7804454.67691775, 616331.810611261 7804444.00908915, 616314.972597208 7804427.3124877, 616297.557374055 7804410.81584554, 616276.035720442 7804391.21983425, 616257.532045842 7804374.00333862, 616240.636310879 7804358.56648075, 616219.914504163 7804339.5003616, 616203.777386876 7804324.89333482, 616186.45286801 7804308.87659498, 616163.389241514 7804287.58092965, 616145.504005236 7804270.96431191, 616129.457592236 7804256.41727292, 616115.060348095 7804243.76984727, 616102.526664765 7804232.97204513, 616100.242565895 7804230.97245214, 616077.096480956 7804212.15628212, 616065.783182582 7804203.19810553, 616047.114591095 7804190.27073686, 616014.60947288 7804168.9850695, 615992.386922502 7804156.50760924, 615978.443199798 7804149.17910094, 615962.833816545 7804141.64063537, 615949.805382558 7804135.64185641, 615919.839984386 7804122.21458949, 615884.621983397 7804106.07787407, 615842.056935141 7804086.70181801, 615794.305250823 7804064.96624223, 615761.280644417 7804049.89930906, 615758.435828135 7804048.55958175))"
FAIXA_RODAGEM_RODOVIA.666,666,"MULTILINESTRING ((616447.005056077 7804709.40506857, 616445.289920463 7804707.01555495, 616444.119010573 7804703.98617157, 616443.484080562 7804699.63705682, 616442.412120804 7804687.59950703, 616439.781696473 7804662.44462723, 616437.29969734 7804636.17997332, 616435.229990422 7804619.65333727, 616433.366429611 7804607.93572236, 616430.035108515 7804595.00835369, 616424.889701675 7804577.79185806, 616421.352234472 7804568.22380561, 616416.841757642 7804557.19605027, 616411.069666634 7804544.44864497, 616406.905515265 7804535.07055385, 616400.391298271 7804522.70307122, 616394.009014786 7804512.1552182, 616386.472313099 7804500.06767859, 616378.152256205 7804488.27007995, 616369.642544891 7804476.89239585, 616360.003152909 7804464.29496002, 616346.39750982 7804449.24802278, 616334.350331304 7804436.77056253, 616324.785151921 7804426.94256299, 616317.677234137 7804419.94398753))"
FAIXA_RODAGEM_RODOVIA.667,667,"MULTILINESTRING ((615740.080578732 7804031.11313293, 615719.465967992 7804020.07537963, 615684.544817398 7804003.43876596, 615663.823010682 7803994.72054053, 615650.316317725 7803988.43182058, 615611.428916025 7803970.19553253, 615581.636680583 7803958.08799698, 615575.254397098 7803955.77846708, 615573.803128502 7803955.2585729, 615568.781409326 7803953.75887816, 615561.681737387 7803951.75928517, 615555.126291172 7803950.09962299, 615553.130796852 7803949.58972678, 615545.115836196 7803948.05004018, 615534.511680431 7803946.54034747, 615525.259843131 7803945.30059982, 615517.690158067 7803944.72071785, 615509.774147543 7803944.51076059, 615497.04256395 7803945.25061, 615490.685017998 7803945.6205347, 615479.965420413 7803946.93026811, 615465.00745886 7803949.6997044, 615456.324584816 7803951.87926075, 615441.473819239 7803955.77846708, 615437.054046696 7803956.93823101, 615421.560105264 7803961.51729896, 615399.123162935 7803968.35590698, 615381.37810601 7803973.86478566, 615357.877449766 7803981.05332246, 615346.992935295 7803984.20268141, 615337.567935265 7803986.93212584, 615329.891054225 7803988.9417168, 615321.142213427 7803990.6813627, 615312.673731335 7803991.97110018, 615304.650524835 7803992.82092719, 615296.652055868 7803993.41080713, 615289.296762755 7803993.71074608, 615283.062904468 7803993.70074811, 615272.343306883 7803992.65096179, 615268.236876423 7803992.06108186, 615267.907042651 7803991.74114698, 615267.684404855 7803991.53118972, 615267.552471347 7803990.70135863, 615267.799846676 7803990.32143596, 615268.220384735 7803990.05149091))"
FAIXA_RODAGEM_RODOVIA.668,668,"MULTILINESTRING ((615730.152582199 7804038.93154151, 615697.589743074 7804023.89460224, 615648.081693921 7804001.14923199, 615620.581803194 7803988.25185722, 615613.383181123 7803985.12249419, 615600.387730513 7803979.48364196, 615590.261833717 7803975.61442953, 615586.996479376 7803974.68461879, 615579.731890551 7803973.02495661, 615574.091733052 7803972.94497289, 615566.67871903 7803973.73481212, 615560.972594777 7803974.92456995, 615559.620276313 7803975.3944743, 615556.14053002 7803976.7342016, 615555.126291172 7803977.19410799, 615550.912664736 7803979.0737254, 615544.48915203 7803982.54301923, 615538.92320713 7803987.0021116, 615534.157109127 7803992.15106354, 615530.421741661 7803997.26002363, 615525.325809886 7804007.73789089, 615523.825066224 7804012.31695883, 615522.555206202 7804017.06599218, 615521.606934108 7804021.70504792, 615521.22762527 7804026.60405074, 615521.244116959 7804032.07293756, 615522.0522097 7804038.47163513, 615523.528215829 7804044.33044258, 615525.721610412 7804050.71914218, 615528.385018119 7804055.32820402, 615533.250066254 7804062.65671232, 615535.921719806 7804066.03602447, 615504.389611218 7804057.49776241, 615464.12515352 7804046.3500315, 615425.039851557 7804036.81197295, 615379.341382468 7804026.26411993, 615326.238145202 7804014.87643786, 615305.12053796 7804008.92764872, 615301.113057632 7804007.53793159, 615300.733748794 7804007.38796212, 615300.643044507 7804007.14801096, 615300.643044507 7804006.89806183, 615300.906911524 7804006.5381351, 615301.220253608 7804006.3381758, 615304.427887039 7804005.62832029, 615306.398643825 7804005.24839762, 615315.535039305 7804003.37877817, 615327.145188074 7804000.92927676, 615336.421762907 7803998.70972855, 615344.750065646 7803996.22023528, 615355.980905578 7803992.94090277, 615366.824190827 7803989.54159469, 615379.275415714 7803985.79235784, 615392.394553989 7803981.64320239, 615409.290288952 7803976.334283, 615432.485848956 7803969.33570754, 615446.85010972 7803965.22654395, 615459.985739684 7803961.73725419, 615468.63563035 7803959.88763067, 615475.421960206 7803958.5978932, 615483.791492166 7803957.50811502, 615492.944379335 7803956.32835515, 615500.918110769 7803955.77846708, 615503.259930549 7803955.61849964, 615511.68718342 7803955.47852813, 615520.304090709 7803955.43853627, 615524.459996235 7803955.77846708, 615529.646632297 7803956.19838161, 615538.510914915 7803957.41813333, 615547.812227281 7803959.12778534, 615551.481627993 7803960.11758387, 615555.126291172 7803961.04739461, 615556.000350667 7803961.26734983, 615559.991339306 7803962.14717075, 615567.800153855 7803964.43670472, 615577.736396231 7803967.81601687, 615591.68836478 7803973.30489963, 615611.915420838 7803981.90314948, 615631.721938838 7803990.79134031, 615654.876269621 7804001.44917094, 615704.796610989 7804024.22453508, 615732.486156135 7804037.14190579))"
FAIXA_RODAGEM_RODOVIA.669,669,"MULTILINESTRING ((613908.637331358 7805531.57771771, 613910.913184383 7805536.43672867, 613915.844199272 7805545.14495613, 613919.629041804 7805551.02375952, 613923.677751354 7805556.65261378, 613930.224951725 7805566.11068862, 613933.564518665 7805571.14966295, 613938.421320955 7805578.05825673, 613943.607957017 7805585.55673043, 613948.918280744 7805593.32514919, 613954.137900183 7805601.06357406, 613960.759313153 7805610.91156953, 613967.999164445 7805621.88933504, 613972.113840749 7805627.70815063, 613977.094330704 7805635.58654701, 613981.456382336 7805642.62511433, 613986.502839045 7805650.27355751, 613992.002817191 7805658.54187452, 613995.482563484 7805663.78080815, 613998.484050807 7805667.97995342, 614001.337112934 7805672.16910074, 614006.193915224 7805679.39762939, 614011.314584532 7805686.34621503, 614016.43525384 7805693.94466838, 614022.364015889 7805701.9830322, 614028.226811183 7805710.03139398, 614032.341487487 7805715.89020143, 614033.388709713 7805717.13994705))"
FAIXA_RODAGEM_RODOVIA.670,670,"MULTILINESTRING ((615075.622199512 7801796.50798034, 615074.517256376 7801796.9178969, 615009.193677863 7801812.57471))"
FAIXA_RODAGEM_RODOVIA.671,671,"MULTILINESTRING ((615138.876071107 7801784.20048549, 615129.846871603 7801788.52960431, 615126.103258292 7801790.42921765, 615118.987094665 7801793.92850538, 615112.720253 7801795.83811669, 615106.80798264 7801796.90789894, 615100.697812016 7801797.89769747, 615094.208332555 7801798.37759978, 615088.93923805 7801798.78751634))"
FAIXA_RODAGEM_RODOVIA.672,672,"MULTILINESTRING ((615153.157873428 7801800.91708288, 615152.242584711 7801801.00706456, 615149.752339733 7801801.24701572, 615124.553039565 7801807.21580079))"
FAIXA_RODAGEM_RODOVIA.673,673,"MULTILINESTRING ((614903.490199832 7801861.37477689, 614904.710584788 7801860.68491731, 614906.969946125 7801859.84508825, 614915.553870037 7801857.18562958, 614937.207457158 7801851.21684451, 614958.481735442 7801846.22786, 614980.506385557 7801841.48882462, 614986.690768779 7801839.92914209, 615023.863034866 7801831.3408902, 615044.469399761 7801826.36190366, 615059.806670152 7801822.8126261, 615066.04052844 7801822.10277059, 615069.586241487 7801821.41291101, 615077.922790071 7801820.11317557, 615106.346215359 7801814.46432538, 615109.215769174 7801813.99442102, 615111.054592452 7801814.45432741))"
FAIXA_RODAGEM_RODOVIA.674,674,"MULTILINESTRING ((614810.328650975 7802211.53350309, 614809.355641348 7802210.72366793, 614807.615768202 7802207.37434968, 614806.560300132 7802204.5449256, 614801.621039399 7802177.73038362, 614791.379700783 7802133.21944369, 614790.794245838 7802131.38981611, 614789.441927373 7802129.95010916, 614788.47716359 7802129.09028417, 614787.89995449 7802127.9405182, 614785.450938734 7802118.69240063, 614779.200588758 7802090.38816188, 614774.07991945 7802067.63279367, 614764.259118893 7802028.94066934, 614754.355859894 7802000.52645297, 614751.939827515 7801993.46788972, 614748.006559786 7801976.65131268, 614743.990833613 7801956.28545809, 614743.595033087 7801951.51642882, 614743.207478405 7801946.4174667, 614743.050807364 7801942.19832549, 614743.174495028 7801936.55947326, 614743.586787243 7801931.79044398, 614744.188733876 7801927.69127836, 614744.493830115 7801926.12159786, 614744.897876486 7801924.89184817, 614746.225457418 7801921.53253195, 614747.8416429 7801918.02324626, 614749.894858129 7801914.45397277, 614751.156472307 7801912.61434722, 614752.731428567 7801910.53477051, 614754.446564181 7801908.76513072, 614756.945055003 7801906.09567408, 614759.055991142 7801904.0660872, 614761.636940407 7801902.04649828, 614763.129438224 7801901.1266855, 614766.048467105 7801899.54700704, 614770.311568606 7801897.32745882, 614774.681866083 7801895.7377824, 614784.758287813 7801892.92835425, 614796.079832032 7801890.06893628, 614816.88409719 7801884.39009219, 614850.353979188 7801874.94201532, 614873.664981013 7801868.77327095, 614875.223445585 7801868.50332589, 614877.21069406 7801868.80326484, 614878.934075518 7801869.56311018))"
FAIXA_RODAGEM_RODOVIA.675,675,"MULTILINESTRING ((614823.060234568 7802423.79029884, 614821.691424415 7802393.46647117, 614820.141205687 7802365.7921042, 614819.225916971 7802354.67436719, 614818.508528517 7802333.72863063, 614817.956056949 7802313.33278214, 614816.414084066 7802287.76798579, 614812.90960024 7802257.91406246, 614811.986065679 7802251.64533845, 614812.0272949 7802250.08565591, 614812.183965942 7802249.22583093, 614812.810650108 7802246.63635801, 614813.635234538 7802243.39701737, 614814.278410393 7802238.75796163, 614814.278410393 7802229.36987255, 614813.750676358 7802220.09176109, 614814.19595195 7802219.35191168, 614814.781406895 7802218.93199715))"
FAIXA_RODAGEM_RODOVIA.676,676,"MULTILINESTRING ((614825.072220576 7802432.00862602, 614824.396061344 7802432.02862195, 614823.926048219 7802432.47853037, 614823.50551016 7802433.39834315, 614823.060234568 7802435.41793207, 614823.752885489 7802457.73338982, 614824.363077967 7802465.76175567, 614824.767124338 7802469.95090298, 614824.808353559 7802470.11087042))"
FAIXA_RODAGEM_RODOVIA.677,677,"MULTILINESTRING ((614707.824560531 7801977.77108476, 614714.80879065 7801982.47012828, 614720.935452962 7801987.98900493, 614727.548620087 7801995.8973952, 614733.205269274 7802003.95575494, 614737.080816093 7802010.06451152, 614740.181253549 7802015.93331695, 614742.457106574 7802020.96229331, 614744.304175697 7802025.15144062, 614748.295164336 7802035.3393669, 614751.23893075 7802046.66706118, 614751.247176594 7802046.79703473, 614753.704438194 7802055.73521538, 614760.292867787 7802077.43079931, 614765.430028783 7802094.39734582, 614773.395514373 7802129.48020481, 614778.037924712 7802144.86707285))"
FAIXA_RODAGEM_RODOVIA.678,678,"MULTILINESTRING ((614818.87959151 7802478.98906329, 614818.830116444 7802479.54894933, 614818.896083199 7802481.02864814, 614819.102229306 7802490.3367535, 614814.031035064 7802513.53203217, 614804.655510099 7802558.19294157, 614803.163012282 7802565.9413644, 614802.692999157 7802566.18131556, 614798.314455836 7802568.50084342, 614795.576835529 7802570.50043641, 614792.476398074 7802573.19988695, 614790.604591419 7802574.99952064, 614789.211043733 7802576.91912991, 614788.493655279 7802578.40882668, 614786.118852122 7802586.57716404, 614783.265789995 7802599.61451033, 614774.871520502 7802640.11626631, 614769.792080416 7802666.40091615, 614764.102447851 7802703.93327655, 614761.183418971 7802734.48705741, 614760.7793726 7802747.36443626))"
FAIXA_RODAGEM_RODOVIA.679,679,"MULTILINESTRING ((611754.798063697 7802899.05356038, 611736.24491403 7802893.55467966, 611722.4825999 7802889.10558526, 611712.686536877 7802886.81605129, 611691.758584053 7802882.51692636, 611663.236208633 7802876.39817182, 611633.34502306 7802869.77951902, 611605.300906609 7802863.39081942, 611575.640604676 7802856.11230095, 611554.201409507 7802850.42345889, 611518.233036687 7802840.37550413, 611485.183692749 7802830.69747406, 611459.712279718 7802823.10901867, 611437.704121292 7802816.63033738, 611418.549024992 7802811.27142818, 611413.345897241 7802810.29162761))"
FAIXA_RODAGEM_RODOVIA.680,680,"MULTILINESTRING ((611587.531112151 7802834.88662137, 611583.399944159 7802834.32673533, 611577.388723667 7802832.89702635, 611560.690888968 7802828.48792381, 611538.484830278 7802822.20920182, 611524.203027957 7802817.98006265, 611507.645372611 7802813.0910578, 611494.740626288 7802809.17185554, 611476.03080558 7802803.75295854, 611458.821728534 7802798.70398624, 611435.073696962 7802791.75540061, 611415.613504423 7802785.73662571, 611399.756745842 7802780.0077918, 611386.917966273 7802775.40872792, 611371.90228381 7802769.84985942))"
FAIXA_RODAGEM_RODOVIA.827,827,"MULTILINESTRING ((604027.254556719 7796349.45671186, 604023.535680942 7796332.60014296, 604020.286818289 7796318.28305716, 604018.208865526 7796310.5446323, 604011.554469179 7796290.02880823, 604001.989289796 7796259.90493986, 603990.445107782 7796223.99224978, 603978.75250057 7796187.99957599, 603967.397972974 7796152.31683911, 603956.521704348 7796118.40374202, 603945.332093638 7796083.55083623, 603933.276669277 7796045.7985206, 603923.884652624 7796014.79483131, 603918.730999939 7795996.54854529, 603915.869691968 7795984.98089985, 603913.247513482 7795974.06312213, 603910.765514349 7795962.98537698, 603908.17631924 7795950.17798389, 603905.133602695 7795932.37160832, 603903.715317476 7795922.91353349, 603901.868248353 7795909.94617296, 603900.680846775 7795899.86822429, 603899.204840646 7795886.25099604, 603898.058668289 7795872.90371284, 603896.854775021 7795858.40666367, 603896.071419813 7795844.06958194, 603895.510702401 7795832.3319711, 603894.851034857 7795822.17403872, 603894.9334933 7795821.95408349, 603894.999460055 7795821.8940957))"
